# position.dat
#
# Position data for simulation of WSN nodes
# Automatically generated with Python
# Version: 0.10, 2012-may-02
# Author: Marcus Lund�n, SICS
# email: marcus.lunden@gmail.com
#
# Model used: Random Waypoint model
# Number of nodes: 24
# Time [s]: 3600.0 seconds
# Min speed [m/s]: 1.0
# Max speed [m/s]: 1.0
# Min pause time [s]: 1.0
# Max pause time [s]: 1.0
# Currently disregarding the first 10.0 seconds
# Resolution [s]: 1.0
# Maximum X-size [m]: 40.0
# Maximum Y-size [m]: 50.0
# Note that nodes index here start at zero due to Cooja input format.
#    However, the nodes are indexed >=1 in stats file.
#
#==========================================
0 0.0 7.19802379053 38.5963263773
1 0.0 31.0884867907 18.6366205261
2 0.0 9.11196166256 18.3526824729
3 0.0 21.4616761519 13.6579675904
4 0.0 14.3004462226 39.1679439314
5 0.0 5.88672617424 31.4525494759
6 0.0 16.4561182128 36.8503719551
7 0.0 22.8111219054 15.3368864948
8 0.0 9.38266726121 29.6641601106
9 0.0 12.77783014 14.1564069066
10 0.0 23.5502071462 35.0107022071
11 0.0 13.7405770932 7.07039867849
12 0.0 32.5389075314 22.5874335296
13 0.0 18.8187361347 25.1113571011
14 0.0 18.31568865 44.2721776085
15 0.0 5.77347644362 24.3057711817
16 0.0 16.0986005903 21.3742623975
17 0.0 22.9056696345 42.7881010391
18 0.0 20.1912145093 5.16942998948
19 0.0 32.0603854911 32.422842289
20 0.0 22.144326746 29.2293500678
21 0.0 20.12925829 31.0438532097
22 0.0 10.8899542294 29.6230671661
23 0.0 29.7851007223 26.0522652729
0 1.0 6.88338718077 37.6471141756
1 1.0 31.2364020308 19.6256205674
2 1.0 9.84138809552 19.0367417385
3 1.0 22.4201233187 13.9432376877
4 1.0 13.9132985993 40.0899616741
5 1.0 5.90678601717 30.4527506948
6 1.0 17.2503859468 37.4579398665
7 1.0 21.8148292123 15.4229148016
8 1.0 9.80883052267 28.7595138401
9 1.0 12.970917781 15.1375884203
10 1.0 24.1310118051 34.1966592426
11 1.0 14.5790325833 6.5254285957
12 1.0 33.0520263262 21.7291159297
13 1.0 19.8105928902 25.2387155574
14 1.0 18.0985530651 43.2960361547
15 1.0 5.66150146263 25.2994822079
16 1.0 16.5205617309 22.2808763152
17 1.0 23.2268926237 41.8410974535
18 1.0 21.1211297557 4.80165609894
19 1.0 32.1070120547 31.4239298987
20 1.0 22.7528835368 28.435839745
21 1.0 20.8772619268 31.7075478378
22 1.0 10.9887462861 28.6279590667
23 1.0 29.1352884627 25.292170524
0 2.0 6.56875057102 36.697901974
1 2.0 31.384317271 20.6146206087
2 2.0 10.5708145285 19.7208010041
3 2.0 23.3785704855 14.2285077851
4 2.0 13.526150976 41.0119794167
5 2.0 5.9268458601 29.4529519137
6 2.0 18.0446536807 38.0655077778
7 2.0 20.8185365191 15.5089431084
8 2.0 10.2349937841 27.8548675697
9 2.0 13.164005422 16.118769934
10 2.0 24.7118164641 33.382616278
11 2.0 15.4174880734 5.98045851291
12 2.0 33.565145121 20.8707983297
13 2.0 20.8024496458 25.3660740138
14 2.0 17.8814174801 42.319894701
15 2.0 5.54952648163 26.2931932341
16 2.0 16.9425228714 23.187490233
17 2.0 23.5481156129 40.8940938678
18 2.0 22.0510450021 4.4338822084
19 2.0 32.1536386184 30.4250175084
20 2.0 23.3614403275 27.6423294221
21 2.0 21.6252655636 32.3712424659
22 2.0 11.0875383429 27.6328509673
23 2.0 28.4854762031 24.5320757751
0 3.0 6.25411396126 35.7486897723
1 3.0 31.5322325111 21.60362065
2 3.0 11.3002409614 20.4048602698
3 3.0 24.3370176523 14.5137778824
4 3.0 13.1390033527 41.9339971594
5 3.0 5.94690570303 28.4531531326
6 3.0 18.8389214146 38.6730756891
7 3.0 20.3827119179 16.4089747284
8 3.0 10.6611570456 26.9502212993
9 3.0 13.357093063 17.0999514478
10 3.0 25.2926211231 32.5685733135
11 3.0 16.2559435635 5.43548843011
12 3.0 34.0782639159 20.0124807298
13 3.0 21.7943064014 25.4934324702
14 3.0 17.6642818952 41.3437532472
15 3.0 5.43755150063 27.2869042603
16 3.0 17.364484012 24.0941041507
17 3.0 23.869338602 39.9470902822
18 3.0 22.9809602485 4.06610831785
19 3.0 32.200265182 29.426105118
20 3.0 23.9699971182 26.8488190993
21 3.0 22.3732692004 33.0349370939
22 3.0 11.1863303996 26.6377428679
23 3.0 27.8356639435 23.7719810263
0 4.0 5.93947735151 34.7994775706
1 4.0 31.6801477512 22.5926206914
2 4.0 12.0296673944 21.0889195354
3 4.0 24.5214122496 15.4966301768
4 4.0 12.7518557294 42.8560149021
5 4.0 5.96696554596 27.4533543515
6 4.0 19.3027053625 37.7871273556
7 4.0 19.9468873168 17.3090063484
8 4.0 11.0873203071 26.0455750289
9 4.0 13.5501807041 18.0811329615
10 4.0 25.8734257821 31.754530349
11 4.0 17.0943990536 4.89051834732
12 4.0 34.5913827107 19.1541631298
13 4.0 22.786163157 25.6207909266
14 4.0 17.4471463102 40.3676117934
15 4.0 5.32557651963 28.2806152865
16 4.0 17.7864451525 25.0007180685
17 4.0 24.1905615912 39.0000866965
18 4.0 23.9108754948 3.69833442731
19 4.0 32.2468917457 28.4271927277
20 4.0 24.578553909 26.0553087765
21 4.0 23.1212728372 33.698631722
22 4.0 11.2851224563 25.6426347684
23 4.0 27.1858516838 23.0118862774
0 5.0 5.62484074176 33.8502653689
1 5.0 31.8280629913 23.5816207327
2 5.0 12.7590938273 21.772978801
3 5.0 24.7058068468 16.4794824711
4 5.0 12.3647081061 43.7780326447
5 5.0 5.98702538888 26.4535555704
6 5.0 19.7664893103 36.901179022
7 5.0 19.5110627156 18.2090379684
8 5.0 11.5134835685 25.1409287585
9 5.0 13.7432683451 19.0623144752
